"Ámbito","Área","Indicador","Sex","Año","Fuente","Unidad","Valor"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2018","Household survey","1000 personas","178.21"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2019","Household survey","1000 personas","182.24"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2020","Household survey","1000 personas","177.59"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2015","Household survey","1000 personas","2342.35"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2016","Household survey","1000 personas","1295.18"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2017","Household survey","1000 personas","1173.61"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2018","Household survey","1000 personas","1151.9"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2019","Household survey","1000 personas","1158.06"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2020","Household survey","1000 personas","1172.23"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2015","Household survey","1000 personas","669.87"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2016","Household survey","1000 personas","243.83"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2017","Household survey","1000 personas","234.7"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2018","Household survey","1000 personas","257.75"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2019","Household survey","1000 personas","248.93"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2020","Household survey","1000 personas","266.07"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 65+","Female","2015","Household survey","1000 personas","492.78"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 65+","Female","2016","Household survey","1000 personas","77.62"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 65+","Female","2017","Household survey","1000 personas","73.99"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 65+","Female","2018","Household survey","1000 personas","80.94"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 65+","Female","2019","Household survey","1000 personas","82.98"
"Indicadores de empleo: Agricultura","Br","Employment in agriculture, forestry and fishing by age, 65+","Female","2020","Household survey","1000 personas","80.75"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","752.8"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","769.31"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","765.73"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","773.22"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","763.28"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","546.06"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","61.87"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","65.42"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","64.3"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","59.82"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","52.94"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2020","Labour force survey","1000 personas","37.29"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2015","Labour force survey","1000 personas","446.08"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2016","Labour force survey","1000 personas","442.18"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","439.98"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","438.23"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","436.05"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2020","Labour force survey","1000 personas","349.78"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2015","Labour force survey","1000 personas","149.51"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2016","Labour force survey","1000 personas","160.69"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","164.26"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","169.66"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","166.72"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2020","Labour force survey","1000 personas","108.27"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Total","2015","Labour force survey","1000 personas","95.34"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Total","2016","Labour force survey","1000 personas","101.02"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Total","2017","Labour force survey","1000 personas","97.18"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Total","2018","Labour force survey","1000 personas","105.52"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Total","2019","Labour force survey","1000 personas","107.58"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Total","2020","Labour force survey","1000 personas","50.72"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","604.71"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","607.6"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","585.29"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","593.91"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","595.48"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2020","Labour force survey","1000 personas","429.09"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2015","Labour force survey","1000 personas","49.08"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2016","Labour force survey","1000 personas","50"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2017","Labour force survey","1000 personas","48.8"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2018","Labour force survey","1000 personas","44.81"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2019","Labour force survey","1000 personas","41.37"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2020","Labour force survey","1000 personas","27.73"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2015","Labour force survey","1000 personas","346.37"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2016","Labour force survey","1000 personas","334.57"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2017","Labour force survey","1000 personas","321.32"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2018","Labour force survey","1000 personas","322.89"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2019","Labour force survey","1000 personas","322.37"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2020","Labour force survey","1000 personas","264.28"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2015","Labour force survey","1000 personas","125.43"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2016","Labour force survey","1000 personas","134.78"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2017","Labour force survey","1000 personas","135.64"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2018","Labour force survey","1000 personas","139.37"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2019","Labour force survey","1000 personas","138.66"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2020","Labour force survey","1000 personas","92.89"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Male","2015","Labour force survey","1000 personas","83.83"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Male","2016","Labour force survey","1000 personas","88.25"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Male","2017","Labour force survey","1000 personas","79.52"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Male","2018","Labour force survey","1000 personas","86.84"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Male","2019","Labour force survey","1000 personas","93.07"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Male","2020","Labour force survey","1000 personas","44.19"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2015","Labour force survey","1000 personas","148.1"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2016","Labour force survey","1000 personas","161.72"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","180.44"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","179.31"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2019","Labour force survey","1000 personas","167.81"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2020","Labour force survey","1000 personas","116.97"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2015","Labour force survey","1000 personas","12.79"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2016","Labour force survey","1000 personas","15.42"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2017","Labour force survey","1000 personas","15.5"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2018","Labour force survey","1000 personas","15.01"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2019","Labour force survey","1000 personas","11.57"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2020","Labour force survey","1000 personas","9.57"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2015","Labour force survey","1000 personas","99.71"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2016","Labour force survey","1000 personas","107.61"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2017","Labour force survey","1000 personas","118.66"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2018","Labour force survey","1000 personas","115.33"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2019","Labour force survey","1000 personas","113.68"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2020","Labour force survey","1000 personas","85.5"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2015","Labour force survey","1000 personas","24.08"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2016","Labour force survey","1000 personas","25.91"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2017","Labour force survey","1000 personas","28.62"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2018","Labour force survey","1000 personas","30.29"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2019","Labour force survey","1000 personas","28.05"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2020","Labour force survey","1000 personas","15.37"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Female","2015","Labour force survey","1000 personas","11.52"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Female","2016","Labour force survey","1000 personas","12.77"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Female","2017","Labour force survey","1000 personas","17.66"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Female","2018","Labour force survey","1000 personas","18.68"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Female","2019","Labour force survey","1000 personas","14.51"
"Indicadores de empleo: Agricultura","Ch","Employment in agriculture, forestry and fishing by age, 65+","Female","2020","Labour force survey","1000 personas","6.53"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","3500.6"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","3523.81"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","3676.32"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","3736.72"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","3493.85"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","3276.72"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","654.69"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","636.99"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","660.2"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","679.8"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","600.45"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2015","Labour force survey","1000 personas","2060.9"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2016","Labour force survey","1000 personas","2083.2"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2017","Labour force survey","1000 personas","2172.67"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2018","Labour force survey","1000 personas","2203.73"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Total","2019","Labour force survey","1000 personas","2083.54"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2015","Labour force survey","1000 personas","451.24"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2016","Labour force survey","1000 personas","453.4"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2017","Labour force survey","1000 personas","473.02"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2018","Labour force survey","1000 personas","490.61"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Total","2019","Labour force survey","1000 personas","468.64"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Total","2015","Labour force survey","1000 personas","333.77"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Total","2016","Labour force survey","1000 personas","350.23"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Total","2017","Labour force survey","1000 personas","370.43"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Total","2018","Labour force survey","1000 personas","362.59"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Total","2019","Labour force survey","1000 personas","341.22"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2015","Labour force survey","1000 personas","2838.19"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2016","Labour force survey","1000 personas","2854.17"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2017","Labour force survey","1000 personas","2954.91"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2018","Labour force survey","1000 personas","3009.12"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2019","Labour force survey","1000 personas","2890.3"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Male","2020","Labour force survey","1000 personas","2731.88"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2015","Labour force survey","1000 personas","535.86"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2016","Labour force survey","1000 personas","517.04"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2017","Labour force survey","1000 personas","534.43"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2018","Labour force survey","1000 personas","549.89"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Male","2019","Labour force survey","1000 personas","499.53"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2015","Labour force survey","1000 personas","1638.26"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2016","Labour force survey","1000 personas","1666.28"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2017","Labour force survey","1000 personas","1716.14"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2018","Labour force survey","1000 personas","1747.55"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Male","2019","Labour force survey","1000 personas","1705.51"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2015","Labour force survey","1000 personas","374.78"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2016","Labour force survey","1000 personas","369.92"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2017","Labour force survey","1000 personas","386.95"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2018","Labour force survey","1000 personas","404.44"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Male","2019","Labour force survey","1000 personas","388.95"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Male","2015","Labour force survey","1000 personas","289.3"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Male","2016","Labour force survey","1000 personas","300.93"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Male","2017","Labour force survey","1000 personas","317.39"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Male","2018","Labour force survey","1000 personas","307.24"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Male","2019","Labour force survey","1000 personas","296.31"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2015","Labour force survey","1000 personas","662.41"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2016","Labour force survey","1000 personas","669.64"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2017","Labour force survey","1000 personas","721.41"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2018","Labour force survey","1000 personas","727.6"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2019","Labour force survey","1000 personas","603.55"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, total (15+)","Female","2020","Labour force survey","1000 personas","544.83"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2015","Labour force survey","1000 personas","118.83"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2016","Labour force survey","1000 personas","119.95"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2017","Labour force survey","1000 personas","125.77"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2018","Labour force survey","1000 personas","129.91"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 15 to 24","Female","2019","Labour force survey","1000 personas","100.92"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2015","Labour force survey","1000 personas","422.64"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2016","Labour force survey","1000 personas","416.92"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2017","Labour force survey","1000 personas","456.53"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2018","Labour force survey","1000 personas","456.18"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 25 to 54","Female","2019","Labour force survey","1000 personas","378.03"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2015","Labour force survey","1000 personas","76.46"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2016","Labour force survey","1000 personas","83.48"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2017","Labour force survey","1000 personas","86.07"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2018","Labour force survey","1000 personas","86.17"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 55 to 64","Female","2019","Labour force survey","1000 personas","79.68"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Female","2015","Labour force survey","1000 personas","44.47"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Female","2016","Labour force survey","1000 personas","49.29"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Female","2017","Labour force survey","1000 personas","53.04"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Female","2018","Labour force survey","1000 personas","55.34"
"Indicadores de empleo: Agricultura","Col","Employment in agriculture, forestry and fishing by age, 65+","Female","2019","Labour force survey","1000 personas","44.92"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2015","Labour force survey","1000 personas","1872.96"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2016","Labour force survey","1000 personas","2015.83"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2017","Labour force survey","1000 personas","2150.79"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2018","Labour force survey","1000 personas","2242.03"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2019","Labour force survey","1000 personas","2335.69"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, total (15+)","Total","2020","Labour force survey","1000 personas","2246.39"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2015","Labour force survey","1000 personas","363.46"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2016","Labour force survey","1000 personas","405.96"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2017","Labour force survey","1000 personas","441.89"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2018","Labour force survey","1000 personas","450.46"
"Indicadores de empleo: Agricultura","Ec","Employment in agriculture, forestry and fishing by age, 15 to 24","Total","2019","Labour force survey","1000 personas","487.39"
